Date,Open,High,Low,Close,Volume,Adj Close
2013-04-26,91.89,93.38,91.67,92.85,5910600,92.85
2013-04-25,91.35,92.62,90.07,91.67,5766100,91.67
2013-04-24,91.95,92.65,90.42,90.83,9231700,90.83
2013-04-23,87.35,88.51,87.20,88.18,3130700,88.18
2013-04-22,88.08,88.08,86.44,86.94,4248700,86.94
2013-04-19,87.57,88.08,86.57,87.96,6322200,87.96
2013-04-18,87.06,87.16,85.75,86.12,2792800,86.12
2013-04-17,86.47,87.00,85.78,86.69,3781100,86.69
2013-04-16,87.45,88.35,86.43,86.89,5233900,86.89
2013-04-15,88.44,88.77,86.77,86.77,4324000,86.77
2013-04-12,88.29,88.93,88.00,88.89,2588300,88.89
2013-04-11,87.96,89.46,87.84,88.53,5394200,88.53
2013-04-10,87.34,88.56,87.06,87.82,4635200,87.82
2013-04-09,87.12,87.49,86.19,87.21,6058400,87.21
2013-04-08,86.04,86.81,85.38,86.75,5003600,86.75
2013-04-05,84.07,86.30,83.91,86.17,6109500,86.17
2013-04-04,84.79,85.02,84.21,84.95,3352500,84.95
2013-04-03,84.30,85.35,84.07,84.36,3885000,84.36
2013-04-02,85.39,85.50,83.80,84.09,4764900,84.09
2013-04-01,85.60,86.19,85.03,85.25,2867200,85.25
2013-03-28,86.41,86.50,85.42,85.85,4884300,85.85
2013-03-27,85.75,86.42,85.05,86.20,3185700,86.20
2013-03-26,85.43,86.84,85.41,86.62,5083400,86.62
2013-03-25,85.03,85.48,84.34,84.85,3528400,84.85
2013-03-22,84.52,85.10,84.52,84.82,2841600,84.82
2013-03-21,85.20,85.83,84.18,84.33,3672400,84.33
2013-03-20,85.85,86.14,85.18,85.37,3783500,85.37
2013-03-19,85.53,86.00,85.24,85.51,5381200,85.51
2013-03-18,85.07,85.77,85.04,85.18,4803900,85.18
2013-03-15,84.75,86.49,84.50,86.43,8205400,86.43
2013-03-14,84.62,85.10,84.13,84.62,5027800,84.62
2013-03-13,84.38,84.85,83.52,84.75,7750900,84.75
2013-03-12,83.10,84.62,83.00,84.16,6600800,84.16
2013-03-11,81.01,83.03,80.96,82.94,5087300,82.94
2013-03-08,81.16,81.70,80.72,81.23,5231700,81.23
2013-03-07,79.37,81.95,79.37,81.05,10029900,81.05
2013-03-06,78.67,79.28,78.49,79.08,3826100,79.08
2013-03-05,77.45,78.85,77.11,78.66,5693200,78.66
2013-03-04,76.95,77.40,76.17,77.09,4748600,77.09
2013-03-01,76.70,77.59,76.58,77.28,6024200,77.28
2013-02-28,77.24,77.73,76.40,76.90,5593400,76.90
2013-02-27,75.53,77.93,75.53,77.36,7160000,77.36
2013-02-26,75.43,75.91,75.14,75.65,3436700,75.65
2013-02-25,76.83,76.90,75.03,75.03,4936300,75.03
2013-02-22,76.70,77.03,76.48,76.66,5391200,76.66
2013-02-21,74.96,76.18,74.91,76.01,7438600,76.01
2013-02-20,75.64,76.25,74.75,74.78,7551300,74.78
2013-02-19,74.99,75.19,74.27,74.65,3882500,74.65
2013-02-15,75.26,75.26,74.72,75.03,3650700,75.03
2013-02-14,74.69,75.31,74.54,74.93,3830400,74.93
2013-02-13,75.67,75.83,74.63,74.78,4313500,74.78
2013-02-12,76.06,76.25,75.83,75.99,3597400,75.50
2013-02-11,76.42,76.44,75.85,75.87,3677100,75.39
2013-02-08,77.24,77.39,76.28,76.56,5100400,76.07
2013-02-07,76.32,77.54,76.28,77.43,7773000,76.94
2013-02-06,75.47,76.30,75.40,76.29,4716600,75.80
2013-02-05,75.69,76.98,75.61,75.89,6831200,75.41
2013-02-04,74.29,75.53,74.25,75.21,5799800,74.73
2013-02-01,74.49,75.07,74.23,74.87,6749300,74.39
2013-01-31,74.50,74.62,73.76,73.87,7639000,73.40
2013-01-30,74.42,74.75,73.73,74.59,10048600,74.11
2013-01-29,74.24,74.24,73.00,73.65,9296800,73.18
2013-01-28,73.90,74.65,73.89,74.00,7759000,73.53
2013-01-25,75.29,75.42,74.79,75.03,6163200,74.55
2013-01-24,74.41,75.54,74.41,75.32,7292200,74.84
2013-01-23,73.99,74.59,73.45,74.29,7784900,73.82
2013-01-22,74.12,74.27,73.77,74.16,9161900,73.69
2013-01-18,75.16,75.16,74.29,75.04,10829000,74.56
2013-01-17,72.78,75.63,72.68,75.26,21849200,74.78
2013-01-16,73.85,74.64,73.56,74.34,18212000,73.87
2013-01-15,76.21,76.98,76.18,76.94,3900600,76.45
2013-01-14,75.23,76.59,74.90,76.55,6221100,76.06
2013-01-11,75.71,76.10,74.60,75.16,9808500,74.68
2013-01-10,76.93,77.12,76.16,77.09,5026600,76.60
2013-01-09,74.92,76.81,74.91,76.76,10915800,76.27
2013-01-08,75.24,75.81,73.11,74.13,20268100,73.66
2013-01-07,77.54,77.69,75.34,76.13,7172600,75.64
